393.62
497.65
356.45
331.82
346.9
433.46
458.17
336.13
303.98
263.66
431.98
322.86
333.49
429.94
443.74
314.79
393.34
354.73
362.03
368.11
351.86
382.42
350.66
302.35
303.99
350.85
