time,Temp1,Temp2,Temp3,Temp4
0x00000000,1.0,1.0,1.0,1.0
2018-06-29 02:25:33,13.9375,14.625,13.875,14.4375
2018-06-29 02:26:33,13.6875,14.3125,13.5625,14.125
2018-06-29 02:27:33,13.4375,14.0,13.3125,13.875
2018-06-29 02:28:33,13.125,13.75,13.125,13.5625
2018-06-29 02:29:33,12.875,13.5,12.8125,13.25
2018-06-29 02:30:33,12.5625,13.1875,12.5625,13.0
2018-06-29 02:31:33,12.25,12.9375,12.25,12.6875
2018-06-29 02:32:33,11.9375,12.625,11.9375,12.375
2018-06-29 02:33:38,11.5625,12.3125,11.625,12.0625
2018-06-29 02:34:38,11.25,12.0625,11.3125,11.8125
2018-06-29 02:35:38,11.0,11.75,11.125,11.5
2018-06-29 02:36:38,10.6875,11.4375,10.8125,11.1875
2018-06-29 02:37:38,10.375,11.1875,10.4375,10.875
2018-06-29 02:38:38,10.3125,10.9375,10.3125,10.625
2018-06-29 02:39:38,10.0625,10.625,10.125,10.3125
2018-06-29 02:40:38,9.75,10.375,9.8125,10.125
2018-06-29 02:41:38,9.5625,10.125,9.6875,9.9375
2018-06-29 02:42:38,9.3125,9.875,9.4375,9.6875
2018-06-29 02:43:38,9.3125,9.6875,10.1875,9.5
2018-06-29 02:44:38,9.5625,9.5625,10.625,9.375
2018-06-29 02:45:38,9.75,9.5,10.5625,9.25
2018-06-29 02:46:38,9.8125,9.4375,10.75,9.1875
2018-06-29 02:47:38,9.8125,9.375,10.5625,9.1875
2018-06-29 02:48:38,9.75,9.375,10.375,9.1875
2018-06-29 02:49:56,9.8125,9.375,10.3125,9.25
2018-06-29 02:50:38,9.875,9.375,10.25,9.3125
2018-06-29 02:51:38,10.1875,9.4375,11.1875,9.375
2018-06-29 02:52:38,10.375,9.4375,11.3125,9.375
2018-06-29 02:53:38,10.5625,9.5625,11.625,9.5
2018-06-29 02:54:38,10.6875,9.625,11.5625,9.625
2018-06-29 02:55:48,10.875,9.8125,11.375,9.8125
2018-06-29 02:56:38,11.0,9.875,11.25,10.0
2018-06-29 02:57:38,11.0625,10.0,11.4375,10.125
2018-06-29 02:58:38,11.3125,10.125,11.75,9.625
2018-06-29 04:30:12,11.0625,9.8125,11.9375,9.8125
2018-06-29 04:31:12,11.25,10.0,11.875,10.0
2018-06-29 04:32:12,11.375,10.1875,11.6875,10.25
2018-06-29 04:33:12,11.4375,10.3125,11.5625,10.4375
2018-06-29 04:34:12,11.625,10.4375,11.75,10.625
2018-06-29 04:35:12,11.8125,10.625,12.6875,10.75
2018-06-29 04:36:12,12.125,10.8125,12.75,10.9375
2018-06-29 04:37:12,12.3125,11.0625,12.875,11.1875
2018-06-29 04:38:12,12.5,11.25,12.6875,11.4375
2018-06-29 04:39:12,12.6875,11.4375,12.6875,11.625
2018-06-29 04:40:12,12.9375,11.625,13.75,11.875
2018-06-29 04:41:12,13.25,11.875,13.9375,12.0625
2018-06-29 04:42:12,13.625,12.125,14.0,12.3125
2018-06-29 04:43:12,13.8125,12.375,14.0625,12.625
2018-06-29 04:44:12,14.0625,12.625,13.9375,12.875
2018-06-29 04:45:12,14.375,12.8125,14.4375,13.125
2018-06-29 04:46:12,14.875,13.125,15.3125,13.375
2018-06-29 04:47:12,15.1875,13.375,15.625,13.6875
2018-06-29 04:48:12,15.5625,13.6875,15.6875,13.9375
2018-06-29 04:49:12,15.75,13.9375,15.625,14.1875
2018-06-29 04:50:12,15.875,14.1875,15.625,14.5
2018-06-29 04:51:12,16.0,14.4375,15.5,14.75
2018-06-29 04:52:12,16.0,14.625,15.4375,14.9375
2018-06-29 04:53:12,16.1875,14.8125,15.5,15.125
2018-06-29 04:54:12,16.4375,15.0,16.25,15.25
2018-06-29 04:55:12,16.75,15.1875,16.625,15.4375
2018-06-29 04:56:12,16.9375,15.4375,16.9375,15.625
2018-06-29 04:57:12,17.125,15.625,17.0,15.8125
2018-06-29 04:58:12,17.1875,15.8125,16.9375,16.0
2018-06-29 04:59:12,17.1875,16.0,17.0,16.1875
2018-06-29 05:00:16,17.5,16.1875,17.375,16.375
2018-06-29 05:01:12,17.8125,16.3125,18.5625,16.5
2018-06-29 05:02:12,18.0625,16.5,18.625,16.625
2018-06-29 05:03:12,18.125,16.625,18.625,16.8125
2018-06-29 05:04:12,18.1875,16.8125,18.5,17.0
2018-06-29 05:05:12,18.1875,17.0,18.4375,17.1875
2018-06-29 05:06:12,18.125,17.125,18.25,17.3125
2018-06-29 05:07:12,18.1875,17.25,18.75,17.5
2018-06-29 05:08:12,18.5625,17.375,18.9375,17.625
2018-06-29 05:09:12,18.6875,17.5,19.3125,17.6875
2018-06-29 05:10:12,18.8125,17.625,19.1875,17.875
2018-06-29 05:11:12,18.875,17.75,19.0625,18.0
2018-06-29 05:12:12,18.9375,17.875,18.875,18.1875
2018-06-29 05:13:12,18.875,18.0,18.875,18.3125
2018-06-29 05:15:10,18.9375,18.1875,19.0625,18.4375
2018-06-29 05:16:10,18.8125,18.1875,18.6875,18.4375
2018-06-29 05:17:10,18.6875,18.1875,18.4375,18.375
2018-06-29 05:18:10,18.4375,18.125,18.125,18.3125
2018-06-29 05:19:10,18.1875,18.0625,17.8125,18.1875
2018-06-29 05:20:10,17.9375,17.9375,17.5625,18.0
2018-06-29 05:21:10,17.6875,17.75,17.25,17.875
2018-06-29 05:22:10,17.375,17.5625,16.9375,17.625
2018-06-29 05:23:10,17.125,17.375,16.75,17.4375
2018-06-29 05:24:10,16.875,17.1875,16.5625,17.1875
2018-06-29 05:25:10,16.5625,16.9375,16.1875,16.9375
2018-06-29 05:26:10,16.25,16.6875,16.0,16.6875
2018-06-29 05:27:10,15.9375,16.5,15.6875,16.4375
2018-06-29 05:28:10,15.625,16.1875,15.375,16.1875
2018-06-29 05:29:10,15.3125,15.9375,15.125,15.875
2018-06-29 05:30:10,15.0625,15.6875,14.9375,15.625
2018-06-29 05:31:10,14.75,15.4375,14.6875,15.3125
2018-06-29 05:32:10,14.5,15.125,14.3125,15.0
2018-06-29 05:33:11,14.1875,14.875,14.0625,14.75
2018-06-29 05:34:10,13.875,14.625,13.75,14.4375
2018-06-29 05:35:10,13.5625,14.3125,13.4375,14.1875
2018-06-29 05:36:10,13.25,14.0625,13.25,13.875
2018-06-29 05:37:10,13.0,13.75,13.0,13.5625
