time,Temp1,Temp2,Temp3,Temp4
0x00000000,1.0,1.0,1.0,1.0
2018-01-06 02:31:53,24.75,23.875,23.0,24.4375
2018-01-06 02:32:53,24.4375,23.75,22.75,24.25
2018-01-06 02:33:53,24.125,23.625,22.4375,24.0625
2018-01-06 02:34:53,23.8125,23.5,22.1875,23.875
2018-01-06 02:35:53,23.5,23.3125,21.875,23.625
2018-01-06 02:36:53,23.125,23.0625,21.625,23.375
2018-01-06 02:37:53,22.75,22.8125,21.3125,23.0625
2018-01-06 02:38:53,22.4375,22.5625,21.0625,22.75
2018-01-06 02:39:53,22.0625,22.3125,20.8125,22.4375
2018-01-06 02:40:53,21.6875,22.0625,20.5625,22.125
2018-01-06 02:41:53,21.3125,21.75,20.25,21.8125
2018-01-06 02:42:53,20.9375,21.5,19.9375,21.5
2018-01-06 02:43:53,20.5625,21.1875,19.6875,21.1875
2018-01-06 02:44:53,20.1875,20.875,19.375,20.8125
2018-01-06 02:45:53,19.8125,20.5625,19.125,20.5
2018-01-06 02:46:53,19.5,20.25,18.8125,20.125
2018-01-06 02:47:53,19.125,19.9375,18.5,19.8125
2018-01-06 02:48:53,18.75,19.625,18.1875,19.4375
2018-01-06 02:49:53,18.4375,19.3125,17.9375,19.125
2018-01-06 02:50:53,18.0,18.9375,17.625,18.75
2018-01-06 02:51:53,17.625,18.625,17.25,18.375
2018-01-06 02:52:53,17.25,18.25,17.0,18.0
2018-01-06 02:53:53,16.875,17.9375,16.625,17.6875
2018-01-06 02:54:53,16.5625,17.5625,16.3125,17.3125
2018-01-06 02:55:53,16.1875,17.25,16.0,16.9375
2018-01-06 02:56:53,15.8125,16.875,15.625,16.5625
2018-01-06 02:57:53,15.4375,16.5625,15.3125,16.25
2018-01-06 02:58:54,15.0625,16.1875,15.0,15.875
2018-01-06 02:59:53,14.8125,15.875,14.75,15.5
2018-01-06 03:00:53,14.625,15.5625,14.8125,15.1875
2018-01-06 03:01:53,14.4375,15.25,14.625,14.9375
2018-01-06 03:02:57,14.375,15.0,14.6875,14.6875
2018-01-06 03:03:53,14.25,14.8125,14.5625,14.5
2018-01-06 03:05:34,14.1875,14.5625,14.8125,14.1875
2018-01-06 03:06:34,14.1875,14.5,15.25,14.0625
2018-01-06 03:07:34,14.125,14.375,15.0,14.0
2018-01-06 03:08:34,14.1875,14.375,15.4375,13.9375
2018-01-06 03:09:34,14.25,14.3125,15.4375,13.9375
2018-01-06 03:10:34,14.3125,14.3125,15.6875,13.9375
2018-01-06 03:11:34,14.375,14.3125,15.625,13.9375
2018-01-06 03:12:34,14.5,14.3125,15.9375,14.0
2018-01-06 03:13:34,14.6875,14.3125,16.3125,14.0625
2018-01-06 03:14:34,14.8125,14.375,15.9375,14.1875
2018-01-06 03:15:34,15.0,14.4375,16.0625,14.3125
2018-01-06 03:16:34,15.1875,14.5,16.3125,14.4375
2018-01-06 03:17:34,15.4375,14.625,16.125,14.625
2018-01-06 03:18:34,15.625,14.6875,15.8125,14.875
2018-01-06 03:19:34,15.875,14.8125,15.9375,15.0625
2018-01-06 03:20:34,16.0625,14.9375,16.5,15.25
2018-01-06 03:21:34,16.375,15.0625,16.4375,15.5
2018-01-06 03:22:34,16.5625,15.25,16.625,15.6875
2018-01-06 03:23:34,16.8125,15.4375,16.8125,15.9375
2018-01-06 03:24:34,17.0625,15.625,17.125,16.125
2018-01-06 03:25:34,17.3125,15.8125,17.125,16.375
2018-01-06 03:26:34,17.5625,16.0,17.0625,16.5625
2018-01-06 03:28:09,18.0,16.375,17.5625,16.875
2018-01-06 03:29:06,18.1875,16.5625,17.625,17.0625
2018-01-06 03:30:06,18.625,16.75,17.625,17.25
2018-01-06 03:31:06,18.875,17.0,17.8125,17.4375
2018-01-06 03:32:06,19.0625,17.1875,17.8125,17.625
2018-01-06 03:33:06,19.25,17.4375,18.0625,17.875
2018-01-06 03:34:07,19.4375,17.625,18.1875,18.0
2018-01-06 03:35:06,19.875,17.875,18.4375,18.25
2018-01-06 03:36:06,19.75,18.0625,18.625,18.4375
2018-01-06 03:37:06,19.875,18.25,18.9375,18.625
2018-01-06 03:38:06,20.0,18.4375,19.1875,18.8125
2018-01-06 03:39:06,20.4375,18.625,19.5625,19.0
2018-01-06 03:40:06,20.4375,18.875,19.8125,19.25
2018-01-06 03:41:06,20.625,19.0625,20.25,19.4375
2018-01-06 03:42:06,20.8125,19.3125,20.4375,19.6875
2018-01-06 03:43:06,21.125,19.5625,20.8125,19.9375
2018-01-06 03:44:07,21.375,19.8125,21.1875,20.1875
2018-01-06 03:45:07,21.625,20.0625,21.5625,20.4375
2018-01-06 03:46:07,21.875,20.3125,22.0625,20.6875
2018-01-06 03:47:07,22.0625,20.625,22.25,20.9375
2018-01-06 03:48:07,22.375,20.875,22.625,21.1875
2018-01-06 03:49:07,22.5625,21.125,22.625,21.4375
2018-01-06 03:50:07,22.875,21.375,23.4375,21.6875
2018-01-06 03:51:07,23.0,21.625,23.1875,21.9375
2018-01-06 03:52:07,23.1875,21.875,23.9375,22.1875
2018-01-06 03:53:07,23.375,22.125,23.625,22.4375
2018-01-06 03:54:07,23.625,22.3125,24.1875,22.625
2018-01-06 03:55:07,23.8125,22.5625,24.0,22.875
2018-01-06 03:56:07,24.0,22.75,24.375,23.125
2018-01-06 03:57:07,24.1875,22.9375,24.0625,23.375
2018-01-06 03:58:07,24.375,23.125,24.5625,23.5625
2018-01-06 03:59:07,24.5625,23.25,24.375,23.8125
2018-01-06 04:00:07,24.8125,23.4375,25.0,24.0
2018-01-06 04:01:07,25.0,23.5625,24.5625,24.25
2018-01-06 04:02:07,25.1875,23.75,24.5,24.4375
2018-01-06 04:03:07,25.1875,23.875,24.0625,24.5625
2018-01-06 04:04:11,25.125,23.9375,23.625,24.5625
2018-01-06 04:05:07,24.9375,23.9375,23.3125,24.5625
2018-01-06 04:06:07,24.75,23.9375,23.0,24.5
2018-01-06 04:07:07,24.5,23.8125,22.6875,24.3125
