294.62
252.5
382.68
323.17
300.2
308.96
284.99
449.84
382.48
462.63
269.00
312.32
416.56
331.21
322.95
441.02
287.25
433.51
316.94
299.16
317.82
283.33
396.93
447.09
382.47
387.49
